Latitude,Longitude,UTM_Easting,UTM_Northing,UTM_Zone_Number,UTM_Zone_Letter
55.914949,9.203124,512696.1971889524,6196632.34657433,32,U
55.91495,9.203124,512696.1968621715,6196632.457869816,32,U
55.91495,9.203125,512696.2593667361,6196632.458053339,32,U
55.914951,9.203125,512696.2590399536,6196632.569348826,32,U
55.914951,9.203126,512696.3215445165,6196632.569532351,32,U
55.914952,9.203127,512696.3837222937,6196632.681011362,32,U
55.914951,9.203127,512696.38404907944,6196632.569715876,32,U
55.914951,9.203128,512696.44655364077,6196632.569899403,32,U
55.914951,9.203128,512696.44655364077,6196632.569899403,32,U
55.914951,9.203129,512696.5090582037,6196632.57008293,32,U
55.914951,9.203129,512696.5090582037,6196632.57008293,32,U
55.91495,9.20313,512696.5718895572,6196632.458970971,32,U
55.91495,9.20313,512696.5718895572,6196632.458970971,32,U
55.914949,9.203131,512696.6347209139,6196632.347859014,32,U
55.914949,9.203131,512696.6347209139,6196632.347859014,32,U
55.914948,9.203131,512696.635047706,6196632.23656353,32,U
55.914948,9.203131,512696.635047706,6196632.23656353,32,U
55.914948,9.203131,512696.635047706,6196632.23656353,32,U
55.914947,9.203131,512696.6353744982,6196632.125268043,32,U
55.914947,9.203132,512696.69787906756,6196632.125451573,32,U
55.914947,9.203132,512696.69787906756,6196632.125451573,32,U
55.914946,9.203132,512696.6982058613,6196632.014156087,32,U
55.914946,9.203132,512696.6982058613,6196632.014156087,32,U
55.914946,9.203132,512696.6982058613,6196632.014156087,32,U
55.914945,9.203132,512696.6985326551,6196631.902860601,32,U
55.914945,9.203131,512696.63602808246,6196631.902677072,32,U
55.914945,9.203131,512696.63602808246,6196631.902677072,32,U
55.914944,9.203131,512696.63635487464,6196631.7913815845,32,U
55.914944,9.203131,512696.63635487464,6196631.7913815845,32,U
55.914944,9.203131,512696.63635487464,6196631.7913815845,32,U
55.914943,9.203131,512696.6366816668,6196631.680086099,32,U
55.914943,9.20313,512696.57417709095,6196631.67990257,32,U
55.914943,9.20313,512696.57417709095,6196631.67990257,32,U
55.914942,9.20313,512696.5745038815,6196631.568607085,32,U
55.914942,9.20313,512696.5745038815,6196631.568607085,32,U
55.914942,9.20313,512696.5745038815,6196631.568607085,32,U
55.914942,9.20313,512696.5745038815,6196631.568607085,32,U
55.914941,9.20313,512696.574830672,6196631.457311599,32,U
55.914941,9.20313,512696.574830672,6196631.457311599,32,U
55.914941,9.20313,512696.574830672,6196631.457311599,32,U
55.914941,9.20313,512696.574830672,6196631.457311599,32,U
55.914941,9.203131,512696.637335251,6196631.457495127,32,U
55.914941,9.203131,512696.637335251,6196631.457495127,32,U
55.914941,9.203131,512696.637335251,6196631.457495127,32,U
55.914941,9.203131,512696.637335251,6196631.457495127,32,U
55.914941,9.203131,512696.637335251,6196631.457495127,32,U
55.914941,9.203131,512696.637335251,6196631.457495127,32,U
55.914941,9.203131,512696.637335251,6196631.457495127,32,U
55.914941,9.203132,512696.69983983005,6196631.457678657,32,U
55.914941,9.203132,512696.69983983005,6196631.457678657,32,U
55.914941,9.203132,512696.69983983005,6196631.457678657,32,U
55.914941,9.203132,512696.69983983005,6196631.457678657,32,U
55.91494,9.203132,512696.70016662375,6196631.346383171,32,U
55.91494,9.203133,512696.7626712044,6196631.346566701,32,U
55.91494,9.203133,512696.7626712044,6196631.346566701,32,U
55.91494,9.203133,512696.7626712044,6196631.346566701,32,U
55.91494,9.203133,512696.7626712044,6196631.346566701,32,U
55.91494,9.203133,512696.7626712044,6196631.346566701,32,U
55.91494,9.203134,512696.825175785,6196631.346750233,32,U
55.91494,9.203134,512696.825175785,6196631.346750233,32,U
55.91494,9.203134,512696.825175785,6196631.346750233,32,U
55.91494,9.203134,512696.825175785,6196631.346750233,32,U
55.91494,9.203134,512696.825175785,6196631.346750233,32,U
55.91494,9.203135,512696.887680364,6196631.346933766,32,U
55.914939,9.203135,512696.8880071626,6196631.23563828,32,U
55.914939,9.203135,512696.8880071626,6196631.23563828,32,U
55.91494,9.203135,512696.887680364,6196631.346933766,32,U
55.91494,9.203135,512696.887680364,6196631.346933766,32,U
55.91494,9.203135,512696.887680364,6196631.346933766,32,U
55.91494,9.203135,512696.887680364,6196631.346933766,32,U
55.91494,9.203135,512696.887680364,6196631.346933766,32,U
55.91494,9.203134,512696.825175785,6196631.346750233,32,U
55.914941,9.203134,512696.82484898804,6196631.458045719,32,U
55.914941,9.203134,512696.82484898804,6196631.458045719,32,U
55.914941,9.203134,512696.82484898804,6196631.458045719,32,U
55.914941,9.203134,512696.82484898804,6196631.458045719,32,U
55.914941,9.203134,512696.82484898804,6196631.458045719,32,U
55.914941,9.203134,512696.82484898804,6196631.458045719,32,U
55.914942,9.203134,512696.8245221911,6196631.569341207,32,U
55.914942,9.203134,512696.8245221911,6196631.569341207,32,U
55.914942,9.203134,512696.8245221911,6196631.569341207,32,U
55.914942,9.203133,512696.7620176137,6196631.569157676,32,U
55.914943,9.203133,512696.76169081836,6196631.680453161,32,U
55.914943,9.203133,512696.76169081836,6196631.680453161,32,U
55.914943,9.203133,512696.76169081836,6196631.680453161,32,U
55.914943,9.203133,512696.76169081836,6196631.680453161,32,U
55.914944,9.203133,512696.761364023,6196631.791748646,32,U
55.914944,9.203133,512696.761364023,6196631.791748646,32,U
55.914944,9.203133,512696.761364023,6196631.791748646,32,U
55.914945,9.203133,512696.76103722764,6196631.9030441325,32,U
55.914945,9.203133,512696.76103722764,6196631.9030441325,32,U
55.914945,9.203133,512696.76103722764,6196631.9030441325,32,U
55.914945,9.203133,512696.76103722764,6196631.9030441325,32,U
55.914945,9.203133,512696.76103722764,6196631.9030441325,32,U
55.914946,9.203133,512696.7607104323,6196632.014339618,32,U
55.914946,9.203133,512696.7607104323,6196632.014339618,32,U
55.914946,9.203133,512696.7607104323,6196632.014339618,32,U
55.914946,9.203134,512696.82321500324,6196632.01452315,32,U
55.914946,9.203134,512696.82321500324,6196632.01452315,32,U
55.914946,9.203134,512696.82321500324,6196632.01452315,32,U
55.914946,9.203134,512696.82321500324,6196632.01452315,32,U
55.914946,9.203134,512696.82321500324,6196632.01452315,32,U
55.914947,9.203134,512696.8228882063,6196632.125818635,32,U
55.914947,9.203134,512696.8228882063,6196632.125818635,32,U
55.914947,9.203134,512696.8228882063,6196632.125818635,32,U
55.914947,9.203135,512696.885392774,6196632.126002167,32,U
55.914947,9.203135,512696.885392774,6196632.126002167,32,U
55.914947,9.203135,512696.885392774,6196632.126002167,32,U
55.914947,9.203135,512696.885392774,6196632.126002167,32,U
55.914947,9.203135,512696.885392774,6196632.126002167,32,U
55.914947,9.203135,512696.885392774,6196632.126002167,32,U
55.914947,9.203135,512696.885392774,6196632.126002167,32,U
55.914947,9.203136,512696.9478973434,6196632.126185701,32,U
55.914947,9.203136,512696.9478973434,6196632.126185701,32,U
55.914947,9.203136,512696.9478973434,6196632.126185701,32,U
55.914947,9.203136,512696.9478973434,6196632.126185701,32,U
55.914947,9.203136,512696.9478973434,6196632.126185701,32,U
55.914947,9.203136,512696.9478973434,6196632.126185701,32,U
55.914947,9.203137,512697.01040191273,6196632.126369236,32,U
55.914947,9.203137,512697.01040191273,6196632.126369236,32,U
55.914947,9.203137,512697.01040191273,6196632.126369236,32,U
55.914947,9.203137,512697.01040191273,6196632.126369236,32,U
55.914947,9.203137,512697.01040191273,6196632.126369236,32,U
55.914947,9.203137,512697.01040191273,6196632.126369236,32,U
55.914947,9.203138,512697.0729064821,6196632.126552772,32,U
55.914947,9.203138,512697.0729064821,6196632.126552772,32,U
55.914947,9.203138,512697.0729064821,6196632.126552772,32,U
55.914947,9.203138,512697.0729064821,6196632.126552772,32,U
55.914947,9.203138,512697.0729064821,6196632.126552772,32,U
55.914947,9.203138,512697.0729064821,6196632.126552772,32,U
55.914947,9.203138,512697.0729064821,6196632.126552772,32,U
55.914946,9.203139,512697.13573785644,6196632.015440823,32,U
55.914946,9.203139,512697.13573785644,6196632.015440823,32,U
55.914946,9.203139,512697.13573785644,6196632.015440823,32,U
55.914946,9.203139,512697.13573785644,6196632.015440823,32,U
55.914946,9.203139,512697.13573785644,6196632.015440823,32,U
55.914946,9.203139,512697.13573785644,6196632.015440823,32,U
55.914945,9.20314,512697.1985692325,6196631.904328873,32,U
55.914945,9.20314,512697.1985692325,6196631.904328873,32,U
55.914945,9.20314,512697.1985692325,6196631.904328873,32,U
55.914945,9.20314,512697.1985692325,6196631.904328873,32,U
55.914945,9.20314,512697.1985692325,6196631.904328873,32,U
55.914945,9.20314,512697.1985692325,6196631.904328873,32,U
55.914945,9.203141,512697.26107380504,6196631.904512412,32,U
55.914944,9.203141,512697.26140061324,6196631.793216924,32,U
55.914944,9.203141,512697.26140061324,6196631.793216924,32,U
55.914944,9.203141,512697.26140061324,6196631.793216924,32,U
55.914944,9.203141,512697.26140061324,6196631.793216924,32,U
55.914944,9.203142,512697.3239051874,6196631.793400464,32,U
55.914944,9.203142,512697.3239051874,6196631.793400464,32,U
55.914944,9.203142,512697.3239051874,6196631.793400464,32,U
55.914944,9.203142,512697.3239051874,6196631.793400464,32,U
55.914943,9.203142,512697.32423199725,6196631.682104979,32,U
55.914943,9.203143,512697.38673657307,6196631.682288518,32,U
55.914943,9.203143,512697.38673657307,6196631.682288518,32,U
55.914943,9.203143,512697.38673657307,6196631.682288518,32,U
55.914943,9.203143,512697.38673657307,6196631.682288518,32,U
55.914943,9.203143,512697.38673657307,6196631.682288518,32,U
55.914943,9.203143,512697.38673657307,6196631.682288518,32,U
55.914943,9.203143,512697.38673657307,6196631.682288518,32,U
55.914943,9.203143,512697.38673657307,6196631.682288518,32,U
55.914943,9.203144,512697.44924114883,6196631.682472059,32,U
55.914943,9.203144,512697.44924114883,6196631.682472059,32,U
55.914943,9.203144,512697.44924114883,6196631.682472059,32,U
55.914943,9.203144,512697.44924114883,6196631.682472059,32,U
55.914943,9.203144,512697.44924114883,6196631.682472059,32,U
55.914943,9.203144,512697.44924114883,6196631.682472059,32,U
55.914943,9.203144,512697.44924114883,6196631.682472059,32,U
55.914943,9.203144,512697.44924114883,6196631.682472059,32,U
55.914943,9.203144,512697.44924114883,6196631.682472059,32,U
55.914943,9.203144,512697.44924114883,6196631.682472059,32,U
55.914943,9.203144,512697.44924114883,6196631.682472059,32,U
55.914944,9.203144,512697.44891433575,6196631.7937675435,32,U
55.914944,9.203144,512697.44891433575,6196631.7937675435,32,U
55.914944,9.203144,512697.44891433575,6196631.7937675435,32,U
55.914944,9.203144,512697.44891433575,6196631.7937675435,32,U
55.914944,9.203144,512697.44891433575,6196631.7937675435,32,U
55.914944,9.203144,512697.44891433575,6196631.7937675435,32,U
55.914944,9.203144,512697.44891433575,6196631.7937675435,32,U
55.914944,9.203144,512697.44891433575,6196631.7937675435,32,U
55.914944,9.203145,512697.51141890994,6196631.793951086,32,U
55.914944,9.203145,512697.51141890994,6196631.793951086,32,U
55.914944,9.203145,512697.51141890994,6196631.793951086,32,U
55.914944,9.203145,512697.51141890994,6196631.793951086,32,U
55.914944,9.203145,512697.51141890994,6196631.793951086,32,U
55.914945,9.203145,512697.5110920953,6196631.9052465735,32,U
55.914945,9.203145,512697.5110920953,6196631.9052465735,32,U
55.914945,9.203145,512697.5110920953,6196631.9052465735,32,U
55.914945,9.203145,512697.5110920953,6196631.9052465735,32,U
55.914945,9.203145,512697.5110920953,6196631.9052465735,32,U
55.914945,9.203145,512697.5110920953,6196631.9052465735,32,U
55.914945,9.203145,512697.5110920953,6196631.9052465735,32,U
55.914945,9.203145,512697.5110920953,6196631.9052465735,32,U
55.914945,9.203145,512697.5110920953,6196631.9052465735,32,U
55.914945,9.203145,512697.5110920953,6196631.9052465735,32,U
55.914946,9.203145,512697.51076528063,6196632.016542059,32,U
55.914946,9.203145,512697.51076528063,6196632.016542059,32,U
55.914946,9.203145,512697.51076528063,6196632.016542059,32,U
55.914946,9.203145,512697.51076528063,6196632.016542059,32,U
55.914946,9.203145,512697.51076528063,6196632.016542059,32,U
55.914946,9.203145,512697.51076528063,6196632.016542059,32,U
55.914947,9.203145,512697.5104384659,6196632.127837544,32,U
55.914947,9.203145,512697.5104384659,6196632.127837544,32,U
55.914947,9.203145,512697.5104384659,6196632.127837544,32,U
55.914947,9.203145,512697.5104384659,6196632.127837544,32,U
55.914947,9.203145,512697.5104384659,6196632.127837544,32,U
55.914947,9.203145,512697.5104384659,6196632.127837544,32,U
55.914947,9.203145,512697.5104384659,6196632.127837544,32,U
55.914947,9.203145,512697.5104384659,6196632.127837544,32,U
55.914947,9.203145,512697.5104384659,6196632.127837544,32,U
55.914948,9.203145,512697.51011165127,6196632.239133031,32,U
55.914948,9.203145,512697.51011165127,6196632.239133031,32,U
55.914948,9.203145,512697.51011165127,6196632.239133031,32,U
55.914948,9.203145,512697.51011165127,6196632.239133031,32,U
55.914948,9.203145,512697.51011165127,6196632.239133031,32,U
55.914948,9.203145,512697.51011165127,6196632.239133031,32,U
55.914948,9.203145,512697.51011165127,6196632.239133031,32,U
55.914948,9.203145,512697.51011165127,6196632.239133031,32,U
55.914948,9.203145,512697.51011165127,6196632.239133031,32,U
55.914949,9.203145,512697.5097848366,6196632.350428515,32,U
55.914949,9.203145,512697.5097848366,6196632.350428515,32,U
