OSD.latitude,OSD.longitude
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203145
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203146
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.91495,9.203147
55.914951,9.203147
55.914951,9.203147
55.914951,9.203147
55.914951,9.203147
55.914951,9.203147
55.914951,9.203147
55.914951,9.203147
55.914951,9.203146
55.914951,9.203146
55.914951,9.203146
55.914951,9.203146
55.914951,9.203146
55.914951,9.203146
55.914952,9.203146
55.914952,9.203146
55.914952,9.203147
55.914953,9.203148
55.914954,9.203149
55.914956,9.203151
55.91496,9.203156
55.914966,9.203161
55.914969,9.203164
55.914971,9.203166
55.914973,9.203168
55.914975,9.203169
55.914977,9.20317
55.914978,9.203171
55.914978,9.203171
55.914978,9.203171
55.914977,9.203171
55.914976,9.20317
55.914974,9.20317
55.914971,9.203169
55.914968,9.203168
55.914965,9.203166
55.914961,9.203165
55.914958,9.203164
55.914955,9.203164
55.914953,9.203164
55.914951,9.203164
55.91495,9.203165
55.914949,9.203167
55.914948,9.203168
55.914947,9.203169
55.914947,9.20317
55.914946,9.203171
55.914946,9.203172
55.914946,9.203172
55.914946,9.203173
55.914946,9.203173
55.914945,9.203173
55.914945,9.203173
55.914945,9.203173
55.914945,9.203173
55.914945,9.203174
55.914945,9.203173
55.914945,9.203173
55.914945,9.203173
55.914945,9.203173
55.914945,9.203173
55.914945,9.203174
55.914946,9.203174
55.914946,9.203174
55.914946,9.203174
55.914946,9.203174
55.914946,9.203174
55.914946,9.203175
55.914946,9.203175
55.914946,9.203175
55.914946,9.203175
55.914946,9.203176
55.914946,9.203176
55.914946,9.203176
55.914946,9.203176
55.914946,9.203176
55.914946,9.203177
55.914946,9.203177
55.914946,9.203177
55.914946,9.203177
55.914946,9.203178
55.914946,9.203178
55.914946,9.203178
55.914946,9.203178
55.914946,9.203178
55.914946,9.203178
55.914946,9.203178
55.914946,9.203179
55.914946,9.203179
55.914946,9.203179
55.914946,9.203179
55.914946,9.203179
55.914946,9.203179
55.914946,9.203179
55.914946,9.203179
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914946,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203182
55.914947,9.203181
55.914947,9.203182
55.914947,9.203182
55.914947,9.203182
55.914947,9.203182
55.914947,9.203182
55.914947,9.203182
55.914947,9.203182
55.914947,9.203182
55.914947,9.203182
55.914947,9.203182
55.914947,9.203182
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914947,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.203181
55.914948,9.20318
55.914948,9.203181
55.914948,9.20318
55.914948,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914947,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.203179
55.914948,9.203179
55.914948,9.203179
55.914948,9.203179
55.914948,9.203179
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914948,9.20318
55.914949,9.203179
55.914949,9.203179
55.914949,9.203178
55.914949,9.203178
55.91495,9.203176
55.91495,9.203175
55.914951,9.203172
55.914952,9.203171
55.914952,9.203169
55.914953,9.203167
55.914954,9.203164
55.914954,9.203162
55.914955,9.203159
55.914956,9.203157
55.914957,9.203154
55.914958,9.20315
55.914959,9.203147
55.91496,9.203144
55.914961,9.20314
55.914962,9.203137
55.914963,9.203133
55.914964,9.203129
55.914965,9.203125
55.914966,9.203121
55.914968,9.203117
55.914969,9.203112
55.91497,9.203108
55.914972,9.203103
55.914973,9.203098
55.914974,9.203093
55.914976,9.203088
55.914977,9.203082
55.914979,9.203077
55.914981,9.203071
55.914982,9.203065
55.914984,9.203059
55.914986,9.203052
55.914987,9.203045
55.914989,9.203038
55.914991,9.203031
55.914993,9.203023
55.914995,9.203015
55.914997,9.203007
55.914999,9.202999
55.915001,9.20299
55.915004,9.202981
55.915006,9.202971
55.915009,9.202962
55.915011,9.202952
55.915013,9.202943
55.915016,9.202933
55.915018,9.202923
55.915021,9.202913
55.915023,9.202903
55.915026,9.202893
55.915028,9.202883
55.915031,9.202872
55.915033,9.202861
55.915036,9.202851
55.915039,9.20284
55.915041,9.202829
55.915044,9.202819
55.915046,9.202808
55.915049,9.202797
55.915052,9.202785
55.915054,9.202773
55.915057,9.202761
55.91506,9.202748
55.915063,9.202736
55.915066,9.202723
55.915069,9.20271
55.915072,9.202697
55.915075,9.202684
55.915078,9.202672
55.915081,9.202659
55.915084,9.202646
55.91509,9.202619
55.915093,9.202606
55.915096,9.202592
55.915099,9.202578
55.915108,9.202537
55.915111,9.202523
55.915114,9.202509
55.915117,9.202494
55.915119,9.20248
55.915122,9.202466
55.915125,9.202451
55.915128,9.202437
55.915131,9.202422
55.915134,9.202408
55.915137,9.202393
55.91514,9.202378
55.915143,9.202364
55.915152,9.20232
55.915155,9.202305
55.915157,9.20229
55.91516,9.202276
55.915163,9.202262
55.915166,9.202247
55.915169,9.202232
55.915173,9.202217
55.915176,9.202201
55.915179,9.202186
55.915182,9.20217
55.915185,9.202156
55.915189,9.202141
55.915192,9.202126
55.915195,9.202111
55.915198,9.202096
55.915202,9.202081
55.915205,9.202067
55.915208,9.202052
55.915211,9.202037
55.915215,9.202022
55.915218,9.202007
55.915221,9.201992
55.915224,9.201978
55.915228,9.201964
55.915231,9.20195
55.915235,9.201935
55.915238,9.201919
55.915242,9.201904
55.915246,9.201888
55.91525,9.201873
55.915253,9.201857
55.915261,9.201826
55.915265,9.201811
55.915273,9.20178
55.915276,9.201765
55.91528,9.20175
55.915284,9.201735
55.915288,9.20172
55.915291,9.201704
55.915295,9.201689
55.915299,9.201674
55.915303,9.20166
55.915306,9.201644
55.91531,9.201628
55.915314,9.201613
55.915318,9.201597
55.915322,9.201582
55.915326,9.201566
55.91533,9.20155
55.915334,9.201535
55.915338,9.201519
55.915342,9.201504
55.915346,9.201489
55.91535,9.201474
55.915358,9.201443
55.915362,9.201427
55.91537,9.201395
55.915375,9.201379
55.915378,9.201364
55.915382,9.201349
55.915386,9.201333
55.91539,9.201318
55.915398,9.201286
55.915402,9.20127
55.91541,9.201238
55.915414,9.201222
55.915417,9.201207
55.915421,9.201191
55.915429,9.201159
55.915436,9.201127
55.915444,9.201096
55.915448,9.20108
55.915452,9.201064
55.915455,9.201049
55.915459,9.201034
55.915463,9.201018
55.915467,9.201002
55.915471,9.200986
55.915475,9.200969
55.915483,9.200938
55.915487,9.200922
55.915491,9.200906
55.915494,9.200891
55.915498,9.200875
55.915502,9.200859
55.915506,9.200843
55.91551,9.200828
55.915514,9.200812
55.915518,9.200797
55.915522,9.200781
55.915526,9.200765
55.91553,9.200749
55.915533,9.200735
55.915537,9.20072
55.915541,9.200704
55.915545,9.200689
55.915549,9.200673
55.915553,9.200657
55.91556,9.200625
55.915564,9.20061
55.915568,9.200594
55.915575,9.200562
55.915579,9.200547
55.915583,9.200532
55.915591,9.200501
55.915598,9.200469
55.915602,9.200454
55.915606,9.200438
55.91561,9.200423
55.915614,9.200407
55.915618,9.200392
55.915622,9.200376
55.915626,9.20036
55.91563,9.200345
55.915634,9.200329
55.915638,9.200313
55.915646,9.200282
55.91565,9.200266
55.915653,9.20025
55.915657,9.200234
55.915665,9.200202
55.915669,9.200186
55.915673,9.20017
55.915678,9.200153
55.915681,9.200138
55.915685,9.200122
55.915689,9.200107
55.915693,9.200093
55.915701,9.200061
55.915705,9.200044
55.915709,9.200028
55.915713,9.200012
55.915717,9.199995
55.915721,9.199979
55.915726,9.199963
55.915733,9.199932
55.915737,9.199917
55.915741,9.199901
55.915745,9.199885
55.91575,9.199869
55.915754,9.199854
55.915758,9.199838
55.915762,9.199822
55.915766,9.199805
55.91577,9.19979
55.915774,9.199774
55.915778,9.199758
55.915782,9.199741
55.915786,9.199725
55.915791,9.199709
55.915795,9.199693
55.915799,9.199677
55.915803,9.199661
55.915807,9.199645
55.915811,9.199629
55.915815,9.199613
55.915819,9.199597
55.915824,9.199581
55.915828,9.199565
55.915832,9.199549
55.91584,9.199517
55.915844,9.199501
55.915848,9.199485
55.915852,9.19947
55.915856,9.199455
55.91586,9.199439
55.915864,9.199423
55.915868,9.199407
55.915872,9.199391
55.915876,9.199375
55.91588,9.199359
55.915885,9.199343
55.915889,9.199327
55.915893,9.199312
55.915897,9.199296
55.915901,9.19928
55.915908,9.19925
55.915912,9.199234
55.915916,9.199219
55.91592,9.199203
55.915924,9.199187
55.915928,9.199172
55.915931,9.199157
55.915935,9.199143
55.915939,9.199127
55.915943,9.199111
55.915947,9.199095
55.915951,9.199079
55.915955,9.199064
55.915959,9.199048
55.915963,9.199032
55.915968,9.199017
55.915971,9.199001
55.915975,9.198986
55.915979,9.198971
55.915987,9.198939
55.915991,9.198923
55.915995,9.198908
55.915999,9.198893
55.916003,9.198877
55.916007,9.198862
55.916011,9.198847
55.916015,9.198832
55.916019,9.198816
55.916023,9.1988
55.916027,9.198784
55.916031,9.198768
55.916036,9.198752
55.91604,9.198736
55.916044,9.198721
55.916048,9.198705
55.916052,9.198689
55.916056,9.198673
55.91606,9.198658
55.916064,9.198642
55.916069,9.198627
55.916073,9.198611
55.916077,9.198596
55.916081,9.19858
55.916085,9.198565
55.916089,9.198549
55.916093,9.198533
55.916097,9.198518
55.916101,9.198502
55.916106,9.198486
55.91611,9.19847
55.916114,9.198455
55.916118,9.198439
55.916122,9.198423
55.916126,9.198407
55.91613,9.198391
55.916134,9.198376
55.916138,9.19836
55.916142,9.198345
55.916146,9.19833
55.91615,9.198315
55.916154,9.198299
55.916158,9.198283
55.916162,9.198266
55.916166,9.19825
55.91617,9.198234
55.916174,9.198219
55.916177,9.198205
55.916181,9.198189
55.916185,9.198172
55.916189,9.198156
55.916194,9.198139
55.916198,9.198123
55.91621,9.198075
55.916214,9.198059
55.916218,9.198043
55.916221,9.198028
55.916225,9.198012
55.916229,9.197996
55.916233,9.197981
55.916237,9.197965
55.916241,9.197949
55.916245,9.197933
55.916249,9.197917
55.916253,9.197902
55.916256,9.197887
55.91626,9.197871
55.916264,9.197855
55.916268,9.197839
55.916272,9.197823
55.916276,9.197808
55.91628,9.197792
55.916284,9.197776
55.916288,9.19776
55.916292,9.197744
55.916296,9.197727
55.9163,9.197711
55.916304,9.197694
55.916308,9.197679
55.916312,9.197662
55.916316,9.197647
55.91632,9.197631
55.916324,9.197615
55.916328,9.197599
55.916332,9.197583
55.916336,9.197568
55.91634,9.197551
55.916344,9.197535
55.916353,9.197503
55.916357,9.197486
55.916365,9.197454
55.916369,9.197437
55.916374,9.197421
55.916378,9.197405
55.916382,9.197388
55.916386,9.197372
55.91639,9.197356
55.916394,9.197339
55.916399,9.197323
55.916403,9.197306
55.916407,9.19729
55.916411,9.197273
55.916415,9.197258
55.916419,9.197243
55.916423,9.197226
55.916428,9.19721
55.916432,9.197193
55.916436,9.197177
55.91644,9.197161
55.916445,9.197145
55.916449,9.19713
55.916453,9.197114
55.916458,9.197098
55.916462,9.197082
55.916467,9.197066
55.916471,9.19705
55.916476,9.197034
55.91648,9.197017
55.916485,9.197001
55.916489,9.196985
55.916494,9.196969
55.916498,9.196953
55.916503,9.196937
55.916507,9.196921
55.916512,9.196905
55.916516,9.196888
55.916521,9.196872
55.916526,9.196855
55.91653,9.196839
55.916535,9.196822
55.916539,9.196806
55.916543,9.19679
55.916548,9.196774
55.916552,9.196758
55.916557,9.196743
55.916561,9.196728
55.916565,9.196714
55.916569,9.196701
55.916573,9.196688
55.91658,9.196666
55.916583,9.196655
55.916586,9.196646
55.916588,9.196637
55.916591,9.196629
55.916593,9.196622
55.916595,9.196616
55.916597,9.196611
55.916599,9.196607
55.916601,9.196601
55.916603,9.1966
55.916604,9.196599
55.916604,9.196598
55.916605,9.196599
55.916606,9.196599
55.916607,9.1966
55.916607,9.1966
55.916608,9.196601
55.916609,9.196602
55.916609,9.196603
55.91661,9.196603
55.91661,9.196603
55.916611,9.196603
55.916612,9.196601
55.916613,9.196599
55.916614,9.196596
55.916615,9.196592
55.916616,9.196589
55.916619,9.19658
55.91662,9.196575
55.916621,9.19657
55.916623,9.196564
55.916624,9.196559
55.916628,9.196547
55.91663,9.19654
55.916633,9.196534
55.916635,9.196527
55.916637,9.196521
55.91664,9.196514
55.916646,9.196499
55.916649,9.196492
55.916656,9.196477
55.91666,9.196469
55.916664,9.196462
55.916668,9.196454
55.916672,9.196447
55.916677,9.196439
55.916681,9.196431
55.916686,9.196424
55.916691,9.196416
55.916696,9.196409
55.916701,9.196402
55.916706,9.196394
55.916711,9.196387
55.916717,9.19638
55.916723,9.196373
55.916728,9.196366
55.916735,9.196359
55.916741,9.196352
55.916747,9.196345
55.916754,9.196338
55.91676,9.196332
55.916767,9.196325
55.916774,9.196319
55.916781,9.196313
55.916787,9.196307
55.916794,9.196302
55.916808,9.196291
55.916816,9.196286
55.916823,9.196281
55.91683,9.196277
55.916838,9.196272
55.916853,9.196263
55.91686,9.19626
55.916867,9.196256
55.916875,9.196253
55.916883,9.19625
55.916891,9.196247
55.916907,9.196241
55.916916,9.196238
55.916933,9.196234
55.916941,9.196233
55.91695,9.196231
55.916958,9.19623
55.916966,9.196229
55.916974,9.196229
55.916983,9.196228
55.916991,9.196228
55.917,9.196228
55.917008,9.196229
55.917017,9.196229
55.917026,9.19623
55.917034,9.196232
55.917043,9.196233
55.917051,9.196235
55.917069,9.19624
55.917086,9.196245
55.917095,9.196248
55.917103,9.196252
55.917112,9.196256
55.917121,9.196261
55.917129,9.196265
55.917138,9.19627
55.917147,9.196276
55.917156,9.196282
55.917165,9.196287
55.917173,9.196294
55.917181,9.1963
55.91719,9.196307
55.917198,9.196313
55.917206,9.19632
55.917214,9.196328
55.917223,9.196336
55.917231,9.196344
55.91724,9.196352
55.917249,9.196361
55.917257,9.19637
55.917266,9.196379
55.917274,9.196388
55.917282,9.196397
55.917291,9.196406
55.917299,9.196416
55.917307,9.196425
55.917315,9.196435
55.917323,9.196445
55.917332,9.196455
55.91734,9.196465
55.917348,9.196475
55.917356,9.196486
55.917364,9.196496
55.917372,9.196507
55.91738,9.196519
55.917388,9.19653
55.917404,9.196555
55.917412,9.196568
55.917419,9.196581
55.917427,9.196594
55.917435,9.196608
55.917442,9.196622
55.917449,9.196636
55.917456,9.19665
55.917463,9.196665
55.917469,9.19668
55.917476,9.196695
55.917482,9.196711
55.917488,9.196727
55.9175,9.196759
55.917505,9.196775
55.91751,9.19679
55.917515,9.196807
55.917521,9.196824
55.917526,9.196842
55.91753,9.196859
55.917535,9.196878
55.91754,9.196896
55.917544,9.196915
55.917548,9.196933
55.917552,9.196951
55.917556,9.19697
55.917559,9.196988
55.917563,9.197007
55.917566,9.197026
55.917568,9.197045
55.917571,9.197064
55.917573,9.197083
55.917576,9.197103
55.917578,9.197123
55.917579,9.197142
55.917581,9.197161
55.917582,9.197181
55.917583,9.197201
55.917583,9.197221
55.917584,9.197241
55.917584,9.197261
55.917584,9.197281
55.917583,9.197301
55.917583,9.197321
55.917582,9.197342
55.91758,9.197362
55.917579,9.197382
55.917577,9.197402
55.917574,9.19742
55.917572,9.197438
55.917569,9.197458
55.917566,9.197477
55.917563,9.197496
55.917559,9.197515
55.917555,9.197532
55.917551,9.197549
55.917547,9.197568
55.917542,9.197586
55.917537,9.197605
55.917531,9.197623
55.917525,9.19764
55.917519,9.197657
55.917513,9.197674
55.917506,9.197691
55.917499,9.197707
55.917492,9.197722
55.917485,9.197737
55.917477,9.197752
55.917469,9.197766
55.917461,9.19778
55.917444,9.197807
55.917435,9.19782
55.917426,9.197832
55.917417,9.197843
55.917408,9.197854
55.917398,9.197865
55.917388,9.197875
55.917378,9.197885
55.917368,9.197894
55.917358,9.197902
55.917348,9.19791
55.917337,9.197918
55.917326,9.197925
55.917316,9.197931
55.917305,9.197936
55.917295,9.197941
55.917284,9.197946
55.917273,9.19795
55.917261,9.197954
55.917251,9.197956
55.917239,9.197959
55.917228,9.19796
55.917217,9.197961
55.917206,9.197962
55.917195,9.197962
55.917172,9.19796
55.917161,9.197959
55.917149,9.197956
55.917138,9.197954
55.917128,9.19795
55.917117,9.197947
55.917107,9.197942
55.917096,9.197938
55.917085,9.197932
55.917074,9.197927
55.917063,9.197921
55.917053,9.197914
55.917042,9.197908
55.917031,9.197901
55.917021,9.197895
